"08/09/16, 10:44 - יצרת את הקבוצה ""פרוייקט"""
19/01/17, 11:24 - אנונימוס: שהיא פחות יוצאת שמלא
19/01/17, 11:31 - אנונימוס: הופה
19/01/17, 11:32 - אנונימוס: רוצה מקום ריק
19/01/17, 11:32 - אנונימוס: רק קמתי חח
19/01/17, 11:32 - Yochai: חח
19/01/17, 11:40 - אנונימוס: ענן?
19/01/17, 12:04 - Yochai: כן
19/01/17, 12:04 - אנונימוס: אז זדיין
19/01/17, 12:05 - Yochai: אנונימוס מתי אתה רוצה לשבת
19/01/17, 12:06 - אנונימוס: אממ עוד שעה ככה
19/01/17, 12:06 - אנונימוס: חח
19/01/17, 12:06 - Yochai: סבבה
19/01/17, 12:13 - אנונימוס: מי שלח לירדן
19/01/17, 12:17 - אנונימוס: אצה
19/01/17, 12:18 - אנונימוס: היית שיכור
19/01/17, 12:18 - אנונימוס: אמרנו לך שלא צריך
19/01/17, 12:18 - אנונימוס: חחח
19/01/17, 12:18 - אנונימוס: אני אין לי אומץ לשלוח לה
19/01/17, 12:18 - Yochai: איך נרדמת על הספה
19/01/17, 12:18 - אנונימוס: אחרי כל הפאדיחות
19/01/17, 12:18 - אנונימוס: ירדן הצילה אותי
19/01/17, 12:18 - אנונימוס: ושמרית
19/01/17, 12:18 - Yochai: לא ניסו לנצל אותך?
19/01/17, 12:19 - אנונימוס: חחח הכניסו ידיין
19/01/17, 12:19 - אנונימוס: ם
19/01/17, 12:19 - Yochai: חחח
19/01/17, 12:19 - Yochai: שלא גנבו לך זרע
19/01/17, 12:19 - אנונימוס: אם תראה ילד גינגי בחזקתן
19/01/17, 12:20 - אנונימוס: עוד כמה חודשים
19/01/17, 12:20 - אנונימוס: מזל טוס
19/01/17, 12:20 - אנונימוס: ב
19/01/17, 12:46 - אנונימוס: יוחאי נשב במעבדה?
19/01/17, 12:46 - Yochai: כן
19/01/17, 12:47 - אנונימוס: כי אני רוצה לאכול שם איפה שהוא ואין לי בבית אפילו קרקרים
19/01/17, 12:47 - אנונימוס: טוב
19/01/17, 12:50 - Yochai: באחד?
19/01/17, 12:50 - אנונימוס: ועשרה
19/01/17, 12:50 - אנונימוס: כמו שיעור
19/01/17, 13:15 - Yochai: תגיד לי שאתה במעבדה
19/01/17, 20:27 - Yochai: שגחיא שלח את התמונה צאתמול
19/01/17, 20:27 - אנונימוס: <מדיה הושמטה>
19/01/17, 20:29 - Yochai: טפי
19/01/17, 20:29 - Yochai: חרא תמונה
19/01/17, 22:34 - אנונימוס: אנונימוס ישן
19/01/17, 22:48 - אנונימוס: אוםק אתה בבש?
19/01/17, 22:48 - אנונימוס: לא
19/01/17, 22:49 - אנונימוס: חזרת לקריות?
19/01/17, 22:49 - אנונימוס: כן
19/01/17, 22:49 - אנונימוס: סאח
21/01/17, 11:03 - אנונימוס: מחר אני נפגש עם ארז רצוי שתגיע
21/01/17, 11:04 - אנונימוס: אני עשיתי גרסה מקבילה לשלך מסודרת גמישה ואלגנטית יותר
21/01/17, 11:04 - אנונימוס: אתה משנה פונקציה אחת והיא משפיעה על 10 מדדים במכה
21/01/17, 11:39 - אנונימוס: אני?
21/01/17, 11:41 - אנונימוס: אני לא יודע לעשות מדדים אז סביר להניח שעשית יןתר אלגנטי ממני
21/01/17, 11:41 - אנונימוס: ודבר שני ארז לא מבין מבזה אז הוא לא ידע אם זה אלגנטי 😉
21/01/17, 11:43 - אנונימוס: יוחאי
21/01/17, 11:43 - אנונימוס: בסדר עזוב את יוחאי אם ירצה שיבוא
21/01/17, 12:05 - Yochai: אז אתה לא צריך את הגרסה שלי?
21/01/17, 12:06 - Yochai: *שיש אצלי
21/01/17, 12:09 - Yochai: בכלמקרה זה בדרייב
22/01/17, 01:21 - אנונימוס: <מדיה הושמטה>
22/01/17, 01:21 - אנונימוס: זורקים זין ואז מתפלאים
22/01/17, 22:01 - אנונימוס: יש שיחה?
22/01/17, 22:12 - אנונימוס: כן
22/01/17, 22:14 - Yochai: כן מחכים לך
22/01/17, 22:14 - Yochai: כנס
22/01/17, 22:42 - Yochai: מנגה?
22/01/17, 23:11 - אנונימוס: אנונימוס
22/01/17, 23:11 - אנונימוס: עד השהבנת
22/01/17, 23:11 - אנונימוס: שטפתי כיור שלם
22/01/17, 23:11 - אנונימוס: כל הכבו
22/01/17, 23:11 - Yochai: בוא למנגה יחרשן
22/01/17, 23:11 - אנונימוס: מי בא
22/01/17, 23:12 - Yochai: אנונימוס והציפס שלך
22/01/17, 23:12 - אנונימוס: הציפס
22/01/17, 23:12 - אנונימוס: תברחו דחוף
22/01/17, 23:12 - Yochai: אתה בא?
22/01/17, 23:12 - אנונימוס: יש עוד סיבוב
22/01/17, 23:12 - אנונימוס: בא
22/01/17, 23:13 - Yochai: צא
22/01/17, 23:13 - אנונימוס: 8 דקות
22/01/17, 23:32 - אנונימוס: איפה אץפ
23/01/17, 10:36 - אנונימוס: מה הוא מדבר
23/01/17, 11:21 - אנונימוס: שחרר שחרר אותנו
23/01/17, 11:38 - אנונימוס: ארמין
23/01/17, 11:49 - אנונימוס: זה תומר
23/01/17, 11:53 - Yochai: <מדיה הושמטה>
23/01/17, 11:53 - Yochai: <מדיה הושמטה>
23/01/17, 11:55 - אנונימוס: 🖕🏿🖕🏾
23/01/17, 11:58 - אנונימוס: תומר לא ממיין
23/01/17, 11:58 - אנונימוס: אני כן
23/01/17, 13:21 - אנונימוס: <מדיה הושמטה>
23/01/17, 13:22 - Yochai: בדרך
23/01/17, 13:26 - אנונימוס: לא פותח
23/01/17, 13:26 - אנונימוס: פתח
23/01/17, 17:25 - אנונימוס: היום ברקה יסאחים
23/01/17, 17:25 - אנונימוס: יש טלמסקה
23/01/17, 20:25 - אנונימוס: אני סתם אומר כן
23/01/17, 20:25 - Yochai: לא הבנתי מילה
23/01/17, 20:26 - Yochai: חחח
23/01/17, 20:36 - אנונימוס: חח
24/01/17, 12:36 - Yochai: אנונימוס?
24/01/17, 12:37 - Yochai: אני מנסה להריץ את הפקודה שנתת לי לעצור את השרת וזה לא נותן
24/01/17, 12:37 - אנונימוס: אוי ואואי מה אתה מחולל שם
24/01/17, 12:37 - אנונימוס: אנונימוס תעצחר אוצו
24/01/17, 12:37 - אנונימוס: צלם לי מה אתה מריץ
24/01/17, 12:38 - Yochai: <מדיה הושמטה>
24/01/17, 12:38 - אנונימוס: Sudo
24/01/17, 12:38 - Yochai: <מדיה הושמטה>
24/01/17, 12:38 - אנונימוס: בהתחלה
24/01/17, 12:38 - Yochai: סבבה
24/01/17, 12:38 - אנונימוס: רגע רגע
24/01/17, 12:38 - אנונימוס: תלחץ 2
24/01/17, 12:38 - אנונימוס: ואז הסיסמא ise
24/01/17, 12:39 - Yochai: הסתדר
24/01/17, 12:40 - אנונימוס: סבבה
24/01/17, 12:47 - Yochai: אנונימוס אתה בטוח שנתצ לי את כל הפקודות?
24/01/17, 12:47 - אנונימוס: כן
24/01/17, 12:48 - אנונימוס: תעזה סטטוס תראה מה קורה
24/01/17, 12:48 - Yochai: <מדיה הושמטה>
24/01/17, 12:49 - אנונימוס: לא נתת לקובץ הרשאו. ריצה
24/01/17, 12:49 - אנונימוס: ת
24/01/17, 12:49 - אנונימוס: Chmod + x
24/01/17, 12:49 - Yochai: נתתי
24/01/17, 12:49 - אנונימוס: נראה לי בגלל זה
24/01/17, 12:49 - Yochai: <מדיה הושמטה>
24/01/17, 12:50 - Yochai: אולי להוסיף סודו?
24/01/17, 12:50 - אנונימוס: תנסה
24/01/17, 12:50 - אנונימוס: לא חושב שיעזור
24/01/17, 12:50 - Yochai: לא עוזר
24/01/17, 12:51 - אנונימוס: לא יודע מה עשית ש
24/01/17, 12:51 - אנונימוס: שם
24/01/17, 12:51 - אנונימוס: יש לך team viewer
24/01/17, 12:51 - Yochai: אי אפשר להפעיל עם האינטרנט של האוניברסיטה
24/01/17, 12:51 - Yochai: יש לי הנגאאוט חח
24/01/17, 12:52 - אנונימוס: אני יכול להשתלט עלחך שם?
24/01/17, 12:52 - Yochai: לא
24/01/17, 12:52 - אנונימוס: אז חפש את בו
24/01/17, 12:52 - אנונימוס: בן
24/01/17, 12:59 - Yochai: <מדיה הושמטה>
24/01/17, 13:02 - אנונימוס: כן
24/01/17, 13:02 - אנונימוס: תבדוק קודם שזה עובד לוקאלית אצלך
24/01/17, 13:11 - Yochai: <מדיה הושמטה>
24/01/17, 13:12 - Yochai: איך אפשר לדעת מה הבעיה פה
24/01/17, 13:12 - אנונימוס: הוא לא מצליח להריץ את הjar
24/01/17, 13:13 - אנונימוס: תנווט לתקייה שבה הוא נמצא
24/01/17, 13:13 - אנונימוס: תעשה ll
24/01/17, 13:13 - אנונימוס: ותצלם לי
24/01/17, 13:13 - Yochai: מה לעשות? מזה ןן
24/01/17, 13:13 - אנונימוס: Ll
24/01/17, 13:13 - אנונימוס: ll
24/01/17, 13:14 - Yochai: מזה Ll
24/01/17, 13:14 - Yochai: <מדיה הושמטה>
24/01/17, 13:14 - Yochai: אתה מתכוון ls?
24/01/17, 13:14 - Yochai: <מדיה הושמטה>
24/01/17, 13:14 - אנונימוס: פעמיים האות אל באנגלית..
24/01/17, 13:14 - אנונימוס: ואז אנטר
24/01/17, 13:16 - Yochai: <מדיה הושמטה>
24/01/17, 13:16 - אנונימוס: Ll
24/01/17, 13:16 - אנונימוס: אני כתבתי פעמיים אח
24/01/17, 13:16 - אנונימוס: אל
24/01/17, 13:17 - אנונימוס: זה תקין
24/01/17, 13:18 - Yochai: <מדיה הושמטה>
24/01/17, 13:20 - אנונימוס: נו
24/01/17, 13:20 - אנונימוס: זה נראה בסדר
24/01/17, 13:20 - אנונימוס: תנסה לכתוב
24/01/17, 13:20 - Yochai: זה אמור לעלות מהר או שצריך לחכות
24/01/17, 13:21 - אנונימוס: תכתוב סטטטב
24/01/17, 13:21 - אנונימוס: תראה מה קורה
24/01/17, 13:22 - Yochai: <מדיה הושמטה>
24/01/17, 13:22 - אנונימוס: חפש בגוגל
24/01/17, 13:22 - אנונימוס: תכתוב
24/01/17, 13:23 - אנונימוס: Systemctl enable myapp1
24/01/17, 13:23 - אנונימוס: עם sudo
24/01/17, 13:23 - Yochai: יכול להיות שצריך להרים את המונגו?
24/01/17, 13:23 - אנונימוס: לא
24/01/17, 13:24 - אנונימוס: אנונימוס התקשרתי אליך הקשר לפרוייקט במשחקים
24/01/17, 13:24 - אנונימוס: סיננת
24/01/17, 13:24 - אנונימוס: כלומר עשיתי שם מה שחשבתנ לנכון
24/01/17, 13:24 - אנונימוס: אז תזדיין עם זה
24/01/17, 13:24 - Yochai: חחח
24/01/17, 13:25 - Yochai: מה הפקודה הזאת עושה
24/01/17, 13:25 - אנונימוס: תכתוב תכתוב
24/01/17, 13:25 - Yochai: כתבתי
24/01/17, 13:25 - אנונימוס: חיפשתי בגוגל
24/01/17, 13:25 - אנונימוס: נו עזר
24/01/17, 13:25 - Yochai: לא
24/01/17, 13:25 - אנונימוס: במקחם enable תכתוב ריסטרט
24/01/17, 13:26 - אנונימוס: או שתקרא לארז שיעזור לך
24/01/17, 13:26 - אנונימוס: ויעבור איתך על המצגת גם
24/01/17, 13:28 - Yochai: לא עובד הזין הזה
24/01/17, 13:28 - Yochai: עכשיו הסטטוס השתנה
24/01/17, 13:29 - Yochai: <מדיה הושמטה>
24/01/17, 13:29 - Yochai: הservice השתנה ל enabled
24/01/17, 13:30 - אנונימוס: צלם כמט בן אדם אן אתה רוצה שאעסור לך
24/01/17, 13:30 - אנונימוס: אני לא רואה שם על מה זה נפל
24/01/17, 17:52 - אנונימוס: יוחאי מה מצב השרת?
24/01/17, 17:53 - Yochai: הוא למטה
24/01/17, 17:53 - אנונימוס: מדוע
24/01/17, 17:53 - Yochai: לא הצלחתי לעשות את מה שאנונימוס אמר לי
24/01/17, 17:56 - אנונימוס: למה לא הצלחת?
24/01/17, 17:56 - אנונימוס: הייתה לך אנונימוסה משהו? תשלח
24/01/17, 17:57 - Yochai: דיברתי עם אנונימוס
24/01/17, 17:57 - Yochai: עשיתי בדיוק את השלוש פקודות אבל זה לא עבד
24/01/17, 17:57 - אנונימוס: לא משנה, אז מה נגיד לארז ?
24/01/17, 17:57 - Yochai: שמחר יהיה אפשר
24/01/17, 17:58 - אנונימוס: <מדיה הושמטה>
24/01/17, 17:59 - Yochai: חחח
25/01/17, 15:12 - אנונימוס: יוחאי ימניאק
25/01/17, 15:12 - אנונימוס: יוחאי יסאחי
25/01/17, 15:14 - Yochai: לאן צריך ללכת בחמש יזין
25/01/17, 15:31 - אנונימוס: לדודה של אנונימוס
25/01/17, 15:31 - אנונימוס: יש קפה ועוגה
25/01/17, 15:32 - Yochai: מיזאת הדודה
25/01/17, 15:46 - אנונימוס: תחפש רוני טל
25/01/17, 16:49 - Yochai: אנונימוס אתה כבר שם?
25/01/17, 16:56 - אנונימוס: איפה זה
25/01/17, 16:56 - אנונימוס: אני בא
25/01/17, 16:56 - אנונימוס: בוא
25/01/17, 16:56 - אנונימוס: אם א ה גסר
25/01/17, 16:56 - אנונימוס: פארק ההיטק
25/01/17, 16:57 - אנונימוס: ברכה שם מחכה
25/01/17, 17:01 - אנונימוס: חחח זין
25/01/17, 17:02 - Yochai: תבוא מרק פה
25/01/17, 17:02 - אנונימוס: חח
25/01/17, 17:02 - אנונימוס: תזמינו אותי לדומינוס אני בא
25/01/17, 17:03 - אנונימוס: חח הוא באמת פה
25/01/17, 17:03 - אנונימוס: דומינוס ואני בא
25/01/17, 17:03 - אנונימוס: Iot עם מישהי
25/01/17, 17:03 - אנונימוס: אני משבר איתה
25/01/17, 17:03 - אנונימוס: מדבר
25/01/17, 17:03 - אנונימוס: זדיין
25/01/17, 17:03 - אנונימוס: אומר לה אנונימוס חרא
25/01/17, 17:04 - Yochai: חחח
25/01/17, 17:04 - אנונימוס: תזמינו דומינוס עם הקלצונה שתי
25/01/17, 17:04 - אנונימוס: שלי
25/01/17, 17:04 - Yochai: ארז קנה פה פיצות לכולם
25/01/17, 17:04 - אנונימוס: הקלצונה אליי
25/01/17, 17:05 - אנונימוס: צלם
25/01/17, 17:05 - אנונימוס: ארז קמצן
25/01/17, 17:05 - אנונימוס: פיצנ קאלדו
25/01/17, 17:05 - אנונימוס: שקר
25/01/17, 17:05 - אנונימוס: צלם
25/01/17, 20:03 - אנונימוס: <מדיה הושמטה>
25/01/17, 20:03 - אנונימוס: אנונימוס פיספסת
25/01/17, 20:03 - אנונימוס: באו מלא אכלותפיצה
25/01/17, 20:57 - אנונימוס: מוקדש לאנשי הit בינינו..
25/01/17, 20:58 - אנונימוס: <מדיה הושמטה>
26/01/17, 09:52 - אנונימוס: <מדיה הושמטה>
26/01/17, 09:52 - Yochai: חח ראיתי קורע
26/01/17, 20:15 - אנונימוס: <מדיה הושמטה>
26/01/17, 20:15 - אנונימוס: <מדיה הושמטה>
26/01/17, 20:20 - Yochai: לא המניאק יגיד לנו להוסיף לסקר ספרות
26/01/17, 20:53 - אנונימוס: חחח אין סקר הגשנו
27/01/17, 01:15 - אנונימוס: יום של העתקות!!!
27/01/17, 01:15 - אנונימוס: יוחאי גנבו לנו תפליקציה
27/01/17, 01:15 - אנונימוס: אפליקציה
27/01/17, 01:15 - אנונימוס: היה בערוץ 10 עכשיו על אפליקציית מסעדות
27/01/17, 01:15 - אנונימוס: כמו שלנו
27/01/17, 01:18 - Yochai: באמת?
27/01/17, 01:33 - אנונימוס: כן
27/01/17, 01:33 - אנונימוס: אותו רעיון
28/01/17, 21:10 - Yochai: איזה מזג אוויר חרא
28/01/17, 21:10 - Yochai: מזה הקור הזה
28/01/17, 21:27 - אנונימוס: חח ראיתי מה זה הקוד הזה
28/01/17, 21:32 - Yochai: זה מרוב שאתה חורש
28/01/17, 21:33 - אנונימוס: איזה חורש לא עשיתי כמעט כלום היום ואתמול
28/01/17, 21:33 - אנונימוס: שקרן
28/01/17, 21:56 - אנונימוס: בחוץ
28/01/17, 21:56 - Yochai: חחחח מזה רק נכנסת
28/01/17, 21:56 - Yochai: שגחיא המפקיר
29/01/17, 09:25 - אנונימוס: מישהו בספריה?
29/01/17, 09:33 - Yochai: לא
29/01/17, 09:48 - אנונימוס: תעדכן אם יש מקום
29/01/17, 09:48 - אנונימוס: אנונימוס אנחנו צריכים לשבת על העבודה באיכות
29/01/17, 14:21 - אנונימוס: <מדיה הושמטה>
29/01/17, 14:46 - אנונימוס: מה הם פיתחו
29/01/17, 14:48 - אנונימוס: סתם סתם רעיון
31/01/17, 21:04 - Yochai: מישהו זורם לבר אילן?
31/01/17, 21:10 - אנונימוס: חורשים
31/01/17, 21:33 - אנונימוס: מה יש שם
31/01/17, 21:34 - Yochai: לא חשוב
31/01/17, 21:37 - אנונימוס: מה לא חשוב
31/01/17, 21:49 - אנונימוס: חחחח אנונימוס הוא לא רוצה שתבוא
31/01/17, 21:49 - Yochai: לא קשור
31/01/17, 21:50 - Yochai: השותפה יצאה עם חברות ואמרתי לה כבר שאני לא בא
31/01/17, 21:51 - אנונימוס: בוא לאנונימוס
31/01/17, 21:51 - אנונימוס: נעשה מסיבת למידה
31/01/17, 21:51 - אנונימוס: נשים את מרק במיסר של אנונימוס
31/01/17, 21:51 - Yochai: חחח
31/01/17, 21:51 - אנונימוס: סאח
31/01/17, 21:52 - אנונימוס: <מדיה הושמטה>
31/01/17, 21:52 - אנונימוס: <מדיה הושמטה>
31/01/17, 21:53 - Yochai: חחחח
31/01/17, 21:53 - Yochai: שיכין ציפס
31/01/17, 21:53 - אנונימוס: כמה מבחנים עשית יסאחי
31/01/17, 21:54 - Yochai: 1
31/01/17, 21:55 - אנונימוס: <מדיה הושמטה>
31/01/17, 21:55 - אנונימוס: שקר
31/01/17, 22:52 - אנונימוס: <מדיה הושמטה>
31/01/17, 22:53 - Yochai: חחח
31/01/17, 22:53 - אנונימוס: חחח
31/01/17, 23:02 - אנונימוס: שוקל לשלוח בביריטנות חח
01/02/17, 11:39 - Yochai: מחר באיזה שעה יושבים על הדוח?
01/02/17, 11:39 - Yochai: מתי אתם מסיימים את הבדיקות?
01/02/17, 13:55 - Yochai: הלו אני צריך לדעת מתי יושבים על הדוח
01/02/17, 13:55 - Yochai: או שאני קובע מחר עם נופר
02/02/17, 22:11 - Yochai: מתע יציאה
02/02/17, 22:25 - אנונימוס: <מדיה הושמטה>
02/02/17, 22:28 - אנונימוס: שניה מחשב נאש של יציאה
02/02/17, 22:33 - Yochai: 4דקות יוצא
03/02/17, 19:56 - אנונימוס: <מדיה הושמטה>
03/02/17, 19:57 - אנונימוס: <מדיה הושמטה>
03/02/17, 20:14 - Yochai: חחחחח
04/02/17, 20:32 - Yochai: חרשנים מתי המבחן שלכם
04/02/17, 20:33 - אנונימוס: <מדיה הושמטה>
04/02/17, 20:33 - אנונימוס: יום חמישי
04/02/17, 20:33 - Yochai: אה יש מלא זמן
04/02/17, 20:33 - אנונימוס: <מדיה הושמטה>
04/02/17, 20:33 - אנונימוס: איזה מלא
04/02/17, 20:34 - Yochai: אנונימוס שמעתי ציפס נשנש אותך הסופש
04/02/17, 20:34 - אנונימוס: עשה ממנו צ'יפס בטטה
04/02/17, 21:04 - Yochai: <מדיה הושמטה>
04/02/17, 21:07 - אנונימוס: מסתנכרן עם הגימייל
04/02/17, 21:07 - אנונימוס: במיקום כנראה רשמו סייבר בולינג
04/02/17, 21:45 - Yochai: יש איזה יציאה היום.?
04/02/17, 21:48 - אנונימוס: איזה יצאה יש מבחנחפ
06/02/17, 19:12 - Yochai: תגידו.. בבדיקה היא בודקת את הפונקציה של הurl?
06/02/17, 19:14 - אנונימוס: ברור
06/02/17, 19:42 - אנונימוס: לא
06/02/17, 19:51 - Yochai: מה עם הפיצה
06/02/17, 20:12 - אנונימוס: נראה לך נזכה בפיצה חח
06/02/17, 20:22 - Yochai: זכינו
06/02/17, 20:22 - Yochai: יאללה בוא לספריה
07/02/17, 17:03 - Yochai: שניכם נשארים פה בסופש?
07/02/17, 18:04 - אנונימוס: כן
07/02/17, 18:07 - אנונימוס: אני טס למיורקה
07/02/17, 18:09 - אנונימוס: מצויין
07/02/17, 18:09 - אנונימוס: אל תחזור
07/02/17, 18:09 - אנונימוס: נקבל פקטור םפרוייקא
07/02/17, 18:09 - אנונימוס: לפרוייקט
07/02/17, 18:26 - Yochai: חחח
07/02/17, 18:28 - Yochai: <מדיה הושמטה>
07/02/17, 22:11 - אנונימוס: מי בא לבירה ב2300 באלכסנדר ינאי?
08/02/17, 21:44 - Yochai: <מדיה הושמטה>
08/02/17, 21:45 - Yochai: מוזר זה רשום בתאריך 23.1
08/02/17, 21:46 - אנונימוס: חח הלואי יצקשרו אליל
08/02/17, 21:46 - אנונימוס: ך
08/02/17, 21:47 - Yochai: מחר המבחן שלכם?
08/02/17, 21:53 - אנונימוס: כן
18/02/17, 15:46 - Yochai: יש איזה יציאה היום?
18/02/17, 17:37 - אנונימוס: לא
18/02/17, 17:37 - אנונימוס: יצאנו אתמול
18/02/17, 17:38 - Yochai: מזה הקצאות לשבוע
18/02/17, 18:04 - אנונימוס: אנונימוס הסאחי
21/02/17, 15:25 - Yochai: הלו מתי יושבים על הענן
21/02/17, 15:26 - אנונימוס: אני בחדרה
21/02/17, 15:26 - אנונימוס: מחר אחזור
21/02/17, 15:27 - Yochai: סבבה
23/02/17, 21:46 - Yochai: באיזה שעה יציאה היום
23/02/17, 22:05 - אנונימוס: יהומו מה סיימת
23/02/17, 22:06 - Yochai: מה סיימתי
23/02/17, 22:06 - אנונימוס: מה ששלחתי לך לסיים
23/02/17, 22:06 - Yochai: אה כן
23/02/17, 22:06 - אנונימוס: ומה עם המבוא
23/02/17, 22:06 - Yochai: אנונימוס ישב עליט
23/02/17, 22:06 - Yochai: ו
23/02/17, 22:06 - אנונימוס: בוא בוא לפה
23/02/17, 22:06 - אנונימוס: הבאתי לך תפוציפס
23/02/17, 22:07 - Yochai: תכף חוזר
27/02/17, 18:48 - אנונימוס: <מדיה הושמטה>
27/02/17, 18:49 - Yochai: חוצפה
27/02/17, 18:50 - Yochai: זה לא הפיצה שלי
27/02/17, 18:50 - Yochai: חח
27/02/17, 18:51 - אנונימוס: הייתה שלך*
27/02/17, 18:53 - Yochai: זובי
27/02/17, 18:54 - Yochai: אני בא לאכול
27/02/17, 18:55 - אנונימוס: השארנו משולש תבוא
27/02/17, 18:55 - Yochai: תפתח
27/02/17, 18:56 - אנונימוס: אבל הבטחנו לאיתי גם משולש
27/02/17, 18:56 - אנונימוס: אין כלום
07/03/17, 13:33 - Yochai: אנונימוס מה יש לעשות במדדים
07/03/17, 13:33 - אנונימוס: בוקר טוב
07/03/17, 13:34 - אנונימוס: תבוא בערב ןנשב
07/03/17, 13:34 - אנונימוס: לא כמו שהברזת אתמול
07/03/17, 13:45 - Yochai: אמרת שאתה לומד משהו אחר
07/03/17, 13:46 - Yochai: תלך היום לפומו לקנות כרטיסים לברקה
07/03/17, 13:48 - אנונימוס: לא כל היום
07/03/17, 14:07 - אנונימוס: יוחאי לי ולך יש כרטיס?
07/03/17, 14:08 - Yochai: כן
07/03/17, 14:16 - אנונימוס: מצויין
07/03/17, 14:20 - אנונימוס: יהיה רצון מלפניך שיהיה הארכה במבחן בפיזיקה 3
07/03/17, 14:20 - אנונימוס: חח
07/03/17, 14:21 - Yochai: מה
07/03/17, 16:41 - אנונימוס: אני שוקל לקנות בור 🕳
07/03/17, 16:41 - אנונימוס: מישהו מוכר?
07/03/17, 16:47 - אנונימוס: הולכים בפורים לפורום כי צריך לגוון אלא אם כן יהיה משהו פתוח
07/03/17, 16:48 - Yochai: אני בברקה
07/03/17, 16:48 - אנונימוס: אני בפורום
07/03/17, 16:48 - אנונימוס: ב14.3 ברקה
07/03/17, 16:50 - Yochai: תהנה
07/03/17, 16:53 - Yochai: מתי יושבים היום?
07/03/17, 16:53 - אנונימוס: יותר גרוע מהשותף הפאפי שלי
07/03/17, 16:53 - אנונימוס: נגרר אחרי שותפות
07/03/17, 16:53 - אנונימוס: יושבים ב1900
07/03/17, 16:53 - אנונימוס: אני לא מרוכז
07/03/17, 16:53 - Yochai: מי אמר שהשותפה שלי הולכת לברקה
07/03/17, 16:53 - אנונימוס: אתה
07/03/17, 16:53 - אנונימוס: חח
07/03/17, 16:53 - Yochai: לא אמרתי..
07/03/17, 16:54 - Yochai: אני יודע שדניס וערן בברקה
07/03/17, 16:54 - Yochai: השוה שלי לא קנתה כרטיסים עדיין
07/03/17, 16:54 - אנונימוס: פורום אחרון לחיים
07/03/17, 16:55 - Yochai: בכל מקרה יש לי 2 כרטיסים לברקה
07/03/17, 16:55 - אנונימוס: וזה בתכלס לא משנה.. כאילו לי כן כי זה יותר מאוורר
07/03/17, 16:55 - Yochai: לפורום יהיו כרטיסים גם עוד שבוע
07/03/17, 17:13 - אנונימוס: ברקה
07/03/17, 17:13 - אנונימוס: בטח כל הסאחים מחשמל הולכים לפורום
07/03/17, 17:14 - אנונימוס: מצוין תרקוד צמוד עם סאחיתי
07/03/17, 17:14 - אנונימוס: חשמל#
07/03/17, 17:14 - אנונימוס: בניין#
07/03/17, 17:15 - אנונימוס: אתה דוחה
07/03/17, 19:03 - Yochai: שבע וחצי אצלך אנונימוס
07/03/17, 19:04 - אנונימוס: 😏
07/03/17, 19:06 - אנונימוס: אל תלך
07/03/17, 19:06 - אנונימוס: הוא מפקיר
07/03/17, 19:06 - אנונימוס: לא מפקירים
07/03/17, 19:06 - אנונימוס: הולך עם הסאחים לפורום
07/03/17, 19:06 - אנונימוס: בעצם
07/03/17, 19:06 - אנונימוס: האף שלי סתום תביא פתרון תימני
07/03/17, 19:07 - אנונימוס: דחןף חילבה לאף
07/03/17, 19:07 - אנונימוס: אין לי
07/03/17, 19:07 - אנונימוס: וגזר בתחת
07/03/17, 19:07 - אנונימוס: חחח זה הפתרון של איתי
07/03/17, 19:07 - Yochai: איזה סאחים הולכים לפורום?
07/03/17, 19:09 - אנונימוס: התחילה בחדרה עונת הנפצים
07/03/17, 19:09 - אנונימוס: אנונימוס אתה יודע מזה שרקן?
07/03/17, 19:09 - אנונימוס: מסכנים עלומי קרב
07/03/17, 19:09 - אנונימוס: טייגר
07/03/17, 19:09 - אנונימוס: כן זה היה בקריות
07/03/17, 19:09 - אנונימוס: סופר טייגר
07/03/17, 19:09 - אנונימוס: דבורה
07/03/17, 19:10 - אנונימוס: רמאדן
07/03/17, 19:10 - Yochai: כל הילדות זרקו על אנונימוס נפצים
07/03/17, 19:10 - אנונימוס: חחחח
07/03/17, 19:10 - Yochai: נפצי שום
07/03/17, 19:10 - אנונימוס: חח היה את האלו היית זןרק על הרצפה
07/03/17, 19:10 - אנונימוס: עושים רעש
07/03/17, 19:11 - אנונימוס: צריך להביא כזה ךשיעור של ארמין
07/03/17, 19:12 - Yochai: חחח
"09/03/17, 09:41 - אנונימוס: יוחאי מה אתה עושה סופ""ש? יש מסיבות פה"
11/03/17, 18:34 - Yochai: את הדבר החשוב באמת לא אמרת להם
11/03/17, 18:35 - אנונימוס: שאנונימוס לא תרם?
11/03/17, 18:35 - Yochai: גם
11/03/17, 18:35 - אנונימוס: בונוס ? חח
11/03/17, 18:35 - Yochai: ושיפרסם לסטודנטים לפני שיפרסם תיונים
11/03/17, 18:35 - Yochai: צ
11/03/17, 18:36 - אנונימוס: אני מחכה שהוא יגיב
11/03/17, 18:36 - אנונימוס: רק הכנתי תשטח
11/03/17, 18:36 - אנונימוס: יוחאי אתה זוכר מה הנושא של האקטון ?
11/03/17, 18:36 - אנונימוס: הוא אמר לנו
11/03/17, 18:37 - Yochai: דברים שקשורים לסטודנטים
11/03/17, 18:37 - Yochai: עזרה לסטודנטים משהו כזה
11/03/17, 18:37 - Yochai: הבנתי שישנים שם גם
